text,word_count,summary,classification,Framework,framework_Name,doc_name,doc_link,fileTitle
"the relevant Credit Rating Threshold, then:the Supplier shall be relieved automatically of its obligations under Paragraphs 4.3 to 4.6;",19,"Global Theme: Financial distress management and credit rating monitoring within the framework contracts.

Key Topics:
1. Credit Rating Threshold
2. Financial Distress Event
3. Obligations of the Supplier in case of financial distress
4. Financial Distress Service Continuity Plan
5. Roles of Rating Agencies
6. Rights and remedies of CCS and Buyers

Summary: The document titled ""RM 1043.8 Joint Schedule 7 Financial Difficulties v1.0"" delineates the protocols concerning financial distress and credit rating management for companies engaged under the Digital Outcomes 6 framework. It establishes criteria for monitoring credit ratings, defines Financial Distress Events, and specifies the Supplier's obligations to CCS (Crown Commercial Service) in such events. The Supplier must develop a detailed Financial Distress Service Continuity Plan to ensure continued performance and delivery of contracts amidst financial difficulties. The document also outlines the potential consequences, including the termination rights of CCS and Buyers, should the Supplier fail to comply with these terms.",details,RM1043.8,Digital Outcomes 6,C:\Users\Naresh.Sampara\PycharmProjects\P13_Webpilot\Data\RM1043.8\RM1043.8_Joint-Schedule-7-Financial-Difficulties-v1.0.odt,https://www.crowncommercial.gov.uk/agreements/RM1043.8,Rm1043.8 joint-schedule-7-financial-difficulties-v1.0
andCCS shall not be entitled to require the Supplier to provide financial information in accordance with Paragraph 4.3.2(b).Dun and Bradstreet (“D&B”)[Rating Agency 2]Part 1: Current RatingEntityCredit rating (long term)Supplier10[Guarantor][Key Subcontractor]Joint Schedule 7 (Financial Difficulties)Call-Off Ref: RM1043.8Crown Copyright 20221Framework Ref: RM1043.8 Digital Outcomes 61Project Version:,44,"Global Theme: Financial distress management and credit rating monitoring within the framework contracts.

Key Topics:
1. Credit Rating Threshold
2. Financial Distress Event
3. Obligations of the Supplier in case of financial distress
4. Financial Distress Service Continuity Plan
5. Roles of Rating Agencies
6. Rights and remedies of CCS and Buyers

Summary: The document titled ""RM 1043.8 Joint Schedule 7 Financial Difficulties v1.0"" delineates the protocols concerning financial distress and credit rating management for companies engaged under the Digital Outcomes 6 framework. It establishes criteria for monitoring credit ratings, defines Financial Distress Events, and specifies the Supplier's obligations to CCS (Crown Commercial Service) in such events. The Supplier must develop a detailed Financial Distress Service Continuity Plan to ensure continued performance and delivery of contracts amidst financial difficulties. The document also outlines the potential consequences, including the termination rights of CCS and Buyers, should the Supplier fail to comply with these terms.",details,RM1043.8,Digital Outcomes 6,C:\Users\Naresh.Sampara\PycharmProjects\P13_Webpilot\Data\RM1043.8\RM1043.8_Joint-Schedule-7-Financial-Difficulties-v1.0.odt,https://www.crowncommercial.gov.uk/agreements/RM1043.8,Rm1043.8 joint-schedule-7-financial-difficulties-v1.0
"v1.0Model Version: v3.4 **Key Points and Definitions:**1. **Credit Rating Threshold**: The minimum credit rating level required for the Monitored Company, detailed in Annex 2.2. **Financial Distress Event**:",27,"Global Theme: Financial distress management and credit rating monitoring within the framework contracts.

Key Topics:
1. Credit Rating Threshold
2. Financial Distress Event
3. Obligations of the Supplier in case of financial distress
4. Financial Distress Service Continuity Plan
5. Roles of Rating Agencies
6. Rights and remedies of CCS and Buyers

Summary: The document titled ""RM 1043.8 Joint Schedule 7 Financial Difficulties v1.0"" delineates the protocols concerning financial distress and credit rating management for companies engaged under the Digital Outcomes 6 framework. It establishes criteria for monitoring credit ratings, defines Financial Distress Events, and specifies the Supplier's obligations to CCS (Crown Commercial Service) in such events. The Supplier must develop a detailed Financial Distress Service Continuity Plan to ensure continued performance and delivery of contracts amidst financial difficulties. The document also outlines the potential consequences, including the termination rights of CCS and Buyers, should the Supplier fail to comply with these terms.",details,RM1043.8,Digital Outcomes 6,C:\Users\Naresh.Sampara\PycharmProjects\P13_Webpilot\Data\RM1043.8\RM1043.8_Joint-Schedule-7-Financial-Difficulties-v1.0.odt,https://www.crowncommercial.gov.uk/agreements/RM1043.8,Rm1043.8 joint-schedule-7-financial-difficulties-v1.0
"Occurs when: - The Monitored Company's credit rating falls below the Credit Rating Threshold. - The Monitored Company issues a profits warning or announces material financial deterioration. - Public investigation into the Monitored Company's financial accounting, suspected fraud, or other impropriety. - The Monitored Company breaches a covenant with lenders. - A Key Subcontractor informs CCS of unpaid sums due by the Supplier. - Litigation or non-payment related to financial indebtedness. - Financial indebtedness due to default or suspension/cancellation impacting Contract performance and Deliverables.3. **Financial Distress Service Continuity Plan**:",89,"Global Theme: Financial distress management and credit rating monitoring within the framework contracts.

Key Topics:
1. Credit Rating Threshold
2. Financial Distress Event
3. Obligations of the Supplier in case of financial distress
4. Financial Distress Service Continuity Plan
5. Roles of Rating Agencies
6. Rights and remedies of CCS and Buyers

Summary: The document titled ""RM 1043.8 Joint Schedule 7 Financial Difficulties v1.0"" delineates the protocols concerning financial distress and credit rating management for companies engaged under the Digital Outcomes 6 framework. It establishes criteria for monitoring credit ratings, defines Financial Distress Events, and specifies the Supplier's obligations to CCS (Crown Commercial Service) in such events. The Supplier must develop a detailed Financial Distress Service Continuity Plan to ensure continued performance and delivery of contracts amidst financial difficulties. The document also outlines the potential consequences, including the termination rights of CCS and Buyers, should the Supplier fail to comply with these terms.",details,RM1043.8,Digital Outcomes 6,C:\Users\Naresh.Sampara\PycharmProjects\P13_Webpilot\Data\RM1043.8\RM1043.8_Joint-Schedule-7-Financial-Difficulties-v1.0.odt,https://www.crowncommercial.gov.uk/agreements/RM1043.8,Rm1043.8 joint-schedule-7-financial-difficulties-v1.0
"Outlines how the Supplier will continue to perform and deliver Deliverables under each Call-Off Contract during a Financial Distress Event.4. **Monitored Company**: Refers to the Supplier, Guarantor, or any Key Subcontractor.5. **Rating Agencies**: Agencies listed in Annex 1 responsible for evaluating the credit rating of the Monitored Company.",48,"Global Theme: Financial distress management and credit rating monitoring within the framework contracts.

Key Topics:
1. Credit Rating Threshold
2. Financial Distress Event
3. Obligations of the Supplier in case of financial distress
4. Financial Distress Service Continuity Plan
5. Roles of Rating Agencies
6. Rights and remedies of CCS and Buyers

Summary: The document titled ""RM 1043.8 Joint Schedule 7 Financial Difficulties v1.0"" delineates the protocols concerning financial distress and credit rating management for companies engaged under the Digital Outcomes 6 framework. It establishes criteria for monitoring credit ratings, defines Financial Distress Events, and specifies the Supplier's obligations to CCS (Crown Commercial Service) in such events. The Supplier must develop a detailed Financial Distress Service Continuity Plan to ensure continued performance and delivery of contracts amidst financial difficulties. The document also outlines the potential consequences, including the termination rights of CCS and Buyers, should the Supplier fail to comply with these terms.",details,RM1043.8,Digital Outcomes 6,C:\Users\Naresh.Sampara\PycharmProjects\P13_Webpilot\Data\RM1043.8\RM1043.8_Joint-Schedule-7-Financial-Difficulties-v1.0.odt,https://www.crowncommercial.gov.uk/agreements/RM1043.8,Rm1043.8 joint-schedule-7-financial-difficulties-v1.0
"The text contains a table with the following key points:- The table lists different entities with their respective long-term credit ratings.- The entities mentioned are ""Supplier,"" ""[Guarantor],"" and ""[Key Subcontractor].""- The ""Supplier"" has a credit rating of 10.- The credit ratings for ""[Guarantor]"" and ""[Key Subcontractor]"" are not provided or are left blank.",53,"Global Theme: Financial distress management and credit rating monitoring within the framework contracts.

Key Topics:
1. Credit Rating Threshold
2. Financial Distress Event
3. Obligations of the Supplier in case of financial distress
4. Financial Distress Service Continuity Plan
5. Roles of Rating Agencies
6. Rights and remedies of CCS and Buyers

Summary: The document titled ""RM 1043.8 Joint Schedule 7 Financial Difficulties v1.0"" delineates the protocols concerning financial distress and credit rating management for companies engaged under the Digital Outcomes 6 framework. It establishes criteria for monitoring credit ratings, defines Financial Distress Events, and specifies the Supplier's obligations to CCS (Crown Commercial Service) in such events. The Supplier must develop a detailed Financial Distress Service Continuity Plan to ensure continued performance and delivery of contracts amidst financial difficulties. The document also outlines the potential consequences, including the termination rights of CCS and Buyers, should the Supplier fail to comply with these terms.",details,RM1043.8,Digital Outcomes 6,C:\Users\Naresh.Sampara\PycharmProjects\P13_Webpilot\Data\RM1043.8\RM1043.8_Joint-Schedule-7-Financial-Difficulties-v1.0.odt,https://www.crowncommercial.gov.uk/agreements/RM1043.8,Rm1043.8 joint-schedule-7-financial-difficulties-v1.0
"[Guidance Note: Where the financial evaluation has indicated the need for a Deed of Guarantee, include this Schedule in the contract.]DefinitionsIn this Schedule, the following words shall have the following meanings and they shall supplement Joint Schedule 1 (Definitions): TermDefinitionGuaranteea deed of guarantee from the Guarantor in favour of a Buyer in the form set out in Annex 1 to this Schedule;Guarantorthe person that the Supplier relied upon to meet the economic and financial standing requirements of the selection stage of the procurement process for the Framework Contract;",88,"Global Theme: The document details the procurement and contractual agreements involving guarantees under a framework contract.

Key Topics:
1. Definitions of key terms (Guarantee, Guarantor, Letter of Intent to Guarantee).
2. Obligations related to providing guarantees.
3. Rights and protections of the Beneficiary.
4. Conditions for termination of the Framework Contract.
5. Procedures for demand and notice.
6. Indemnity and subrogation provisions.
7. Representations and warranties provided by the Guarantor.
8. Assignment and severance clauses.
9. Governing law and jurisdiction.

Summary: The content outlines the requirements and procedures for providing a Deed of Guarantee in relation to a procurement process as mandated by the Crown Commercial Service (CCS). Key definitions include the roles and responsibilities of the Guarantor, Supplier, and Beneficiary within the Framework and Call-Off Contracts. It specifies the obligations to deliver guarantees and consequences of failing to do so, including potential contract termination. The document ensures that the rights of the Beneficiary are protected while detailing the conditions under which guarantees must be provided. Additionally, the document delivers comprehensive guidelines on how disputes should be resolved, representations and warranties from the Guarantor, and governing law. The framework information is tied to Framework Number: RM1043.8 within the Digital Outcomes 6 framework. 

Title (Updated): RM 1043.8 Joint Schedule 8 Guarantee V 1.0",details,RM1043.8,Digital Outcomes 6,C:\Users\Naresh.Sampara\PycharmProjects\P13_Webpilot\Data\RM1043.8\RM1043.8_Joint-Schedule-8-Guarantee-v1.0.odt,https://www.crowncommercial.gov.uk/agreements/RM1043.8,Rm1043.8 joint-schedule-8-guarantee-v1.0
"andLetter of Intent to Guaranteethe letter from the Guarantor to CCS to confirm that the Guarantor will enter into each Guarantee in the form set out in Annex 2 to this Schedule.Obligation to Provide GuaranteeWhere CCS has notified the Supplier that the award of the Framework Contract is conditional upon the availability of a Guarantee for each Call-Off Contract:as a condition for the award of the Framework Contract, the Supplier must have delivered to CCS within 30 days of a request by CCS:an executed Letter of Intent to Guarantee from the Guarantor;",92,"Global Theme: The document details the procurement and contractual agreements involving guarantees under a framework contract.

Key Topics:
1. Definitions of key terms (Guarantee, Guarantor, Letter of Intent to Guarantee).
2. Obligations related to providing guarantees.
3. Rights and protections of the Beneficiary.
4. Conditions for termination of the Framework Contract.
5. Procedures for demand and notice.
6. Indemnity and subrogation provisions.
7. Representations and warranties provided by the Guarantor.
8. Assignment and severance clauses.
9. Governing law and jurisdiction.

Summary: The content outlines the requirements and procedures for providing a Deed of Guarantee in relation to a procurement process as mandated by the Crown Commercial Service (CCS). Key definitions include the roles and responsibilities of the Guarantor, Supplier, and Beneficiary within the Framework and Call-Off Contracts. It specifies the obligations to deliver guarantees and consequences of failing to do so, including potential contract termination. The document ensures that the rights of the Beneficiary are protected while detailing the conditions under which guarantees must be provided. Additionally, the document delivers comprehensive guidelines on how disputes should be resolved, representations and warranties from the Guarantor, and governing law. The framework information is tied to Framework Number: RM1043.8 within the Digital Outcomes 6 framework. 

Title (Updated): RM 1043.8 Joint Schedule 8 Guarantee V 1.0",details,RM1043.8,Digital Outcomes 6,C:\Users\Naresh.Sampara\PycharmProjects\P13_Webpilot\Data\RM1043.8\RM1043.8_Joint-Schedule-8-Guarantee-v1.0.odt,https://www.crowncommercial.gov.uk/agreements/RM1043.8,Rm1043.8 joint-schedule-8-guarantee-v1.0
"anda certified copy extract of the board minutes and/or resolution of the Guarantor approving the intention to enter into a Letter of Intent to Guarantee in accordance with the provisions of this Schedule; andon demand from a Buyer, the Supplier must procure a Guarantee in accordance with Paragraph 2.4 below.If the Supplier fails to deliver any of the documents required by Paragraph 2.1.1 above within 30 days of request then:CCS may terminate this Framework Contract;",75,"Global Theme: The document details the procurement and contractual agreements involving guarantees under a framework contract.

Key Topics:
1. Definitions of key terms (Guarantee, Guarantor, Letter of Intent to Guarantee).
2. Obligations related to providing guarantees.
3. Rights and protections of the Beneficiary.
4. Conditions for termination of the Framework Contract.
5. Procedures for demand and notice.
6. Indemnity and subrogation provisions.
7. Representations and warranties provided by the Guarantor.
8. Assignment and severance clauses.
9. Governing law and jurisdiction.

Summary: The content outlines the requirements and procedures for providing a Deed of Guarantee in relation to a procurement process as mandated by the Crown Commercial Service (CCS). Key definitions include the roles and responsibilities of the Guarantor, Supplier, and Beneficiary within the Framework and Call-Off Contracts. It specifies the obligations to deliver guarantees and consequences of failing to do so, including potential contract termination. The document ensures that the rights of the Beneficiary are protected while detailing the conditions under which guarantees must be provided. Additionally, the document delivers comprehensive guidelines on how disputes should be resolved, representations and warranties from the Guarantor, and governing law. The framework information is tied to Framework Number: RM1043.8 within the Digital Outcomes 6 framework. 

Title (Updated): RM 1043.8 Joint Schedule 8 Guarantee V 1.0",details,RM1043.8,Digital Outcomes 6,C:\Users\Naresh.Sampara\PycharmProjects\P13_Webpilot\Data\RM1043.8\RM1043.8_Joint-Schedule-8-Guarantee-v1.0.odt,https://www.crowncommercial.gov.uk/agreements/RM1043.8,Rm1043.8 joint-schedule-8-guarantee-v1.0
"andeach Buyer may terminate any or all of its Call-Off Contracts,in each case as a material Default of the Contract for the purposes of Clause 10.4.1(d) of the Core Terms.Where the CCS has received a Letter of Intent to Guarantee from the Guarantor pursuant to Paragraph 2.1.1, CCS may terminate this Framework Contract as a material Default of the Contract for the purposes of Clause 10.4.1(d) of the Core Terms where:the Guarantor withdraws or revokes the Letter of Intent to Guarantee in whole or in part for any reason whatsoever;",90,"Global Theme: The document details the procurement and contractual agreements involving guarantees under a framework contract.

Key Topics:
1. Definitions of key terms (Guarantee, Guarantor, Letter of Intent to Guarantee).
2. Obligations related to providing guarantees.
3. Rights and protections of the Beneficiary.
4. Conditions for termination of the Framework Contract.
5. Procedures for demand and notice.
6. Indemnity and subrogation provisions.
7. Representations and warranties provided by the Guarantor.
8. Assignment and severance clauses.
9. Governing law and jurisdiction.

Summary: The content outlines the requirements and procedures for providing a Deed of Guarantee in relation to a procurement process as mandated by the Crown Commercial Service (CCS). Key definitions include the roles and responsibilities of the Guarantor, Supplier, and Beneficiary within the Framework and Call-Off Contracts. It specifies the obligations to deliver guarantees and consequences of failing to do so, including potential contract termination. The document ensures that the rights of the Beneficiary are protected while detailing the conditions under which guarantees must be provided. Additionally, the document delivers comprehensive guidelines on how disputes should be resolved, representations and warranties from the Guarantor, and governing law. The framework information is tied to Framework Number: RM1043.8 within the Digital Outcomes 6 framework. 

Title (Updated): RM 1043.8 Joint Schedule 8 Guarantee V 1.0",details,RM1043.8,Digital Outcomes 6,C:\Users\Naresh.Sampara\PycharmProjects\P13_Webpilot\Data\RM1043.8\RM1043.8_Joint-Schedule-8-Guarantee-v1.0.odt,https://www.crowncommercial.gov.uk/agreements/RM1043.8,Rm1043.8 joint-schedule-8-guarantee-v1.0
the Letter of Intent to Guarantee becomes invalid or unenforceable for any reason whatsoever;the Guarantor refuses to enter into a Guarantee in accordance with Paragraph 2.1.2 above;,27,"Global Theme: The document details the procurement and contractual agreements involving guarantees under a framework contract.

Key Topics:
1. Definitions of key terms (Guarantee, Guarantor, Letter of Intent to Guarantee).
2. Obligations related to providing guarantees.
3. Rights and protections of the Beneficiary.
4. Conditions for termination of the Framework Contract.
5. Procedures for demand and notice.
6. Indemnity and subrogation provisions.
7. Representations and warranties provided by the Guarantor.
8. Assignment and severance clauses.
9. Governing law and jurisdiction.

Summary: The content outlines the requirements and procedures for providing a Deed of Guarantee in relation to a procurement process as mandated by the Crown Commercial Service (CCS). Key definitions include the roles and responsibilities of the Guarantor, Supplier, and Beneficiary within the Framework and Call-Off Contracts. It specifies the obligations to deliver guarantees and consequences of failing to do so, including potential contract termination. The document ensures that the rights of the Beneficiary are protected while detailing the conditions under which guarantees must be provided. Additionally, the document delivers comprehensive guidelines on how disputes should be resolved, representations and warranties from the Guarantor, and governing law. The framework information is tied to Framework Number: RM1043.8 within the Digital Outcomes 6 framework. 

Title (Updated): RM 1043.8 Joint Schedule 8 Guarantee V 1.0",details,RM1043.8,Digital Outcomes 6,C:\Users\Naresh.Sampara\PycharmProjects\P13_Webpilot\Data\RM1043.8\RM1043.8_Joint-Schedule-8-Guarantee-v1.0.odt,https://www.crowncommercial.gov.uk/agreements/RM1043.8,Rm1043.8 joint-schedule-8-guarantee-v1.0
"oran Insolvency Event occurs in respect of the Guarantor,and in each case the Letter of Intent to Guarantee is not replaced by an alternative commitment to make resources available acceptable to CCS.Where a Buyer has notified the Supplier that the award of the Call-Off Contract by the Buyer shall be conditional upon receipt of a valid Guarantee, then, on or prior to the execution of the Call-Off Contract, as a condition precedent of that Call-Off Contract, the Supplier shall deliver to the Buyer by the date so specified by the Buyer:an executed Guarantee;",93,"Global Theme: The document details the procurement and contractual agreements involving guarantees under a framework contract.

Key Topics:
1. Definitions of key terms (Guarantee, Guarantor, Letter of Intent to Guarantee).
2. Obligations related to providing guarantees.
3. Rights and protections of the Beneficiary.
4. Conditions for termination of the Framework Contract.
5. Procedures for demand and notice.
6. Indemnity and subrogation provisions.
7. Representations and warranties provided by the Guarantor.
8. Assignment and severance clauses.
9. Governing law and jurisdiction.

Summary: The content outlines the requirements and procedures for providing a Deed of Guarantee in relation to a procurement process as mandated by the Crown Commercial Service (CCS). Key definitions include the roles and responsibilities of the Guarantor, Supplier, and Beneficiary within the Framework and Call-Off Contracts. It specifies the obligations to deliver guarantees and consequences of failing to do so, including potential contract termination. The document ensures that the rights of the Beneficiary are protected while detailing the conditions under which guarantees must be provided. Additionally, the document delivers comprehensive guidelines on how disputes should be resolved, representations and warranties from the Guarantor, and governing law. The framework information is tied to Framework Number: RM1043.8 within the Digital Outcomes 6 framework. 

Title (Updated): RM 1043.8 Joint Schedule 8 Guarantee V 1.0",details,RM1043.8,Digital Outcomes 6,C:\Users\Naresh.Sampara\PycharmProjects\P13_Webpilot\Data\RM1043.8\RM1043.8_Joint-Schedule-8-Guarantee-v1.0.odt,https://www.crowncommercial.gov.uk/agreements/RM1043.8,Rm1043.8 joint-schedule-8-guarantee-v1.0
"anda certified copy extract of the board minutes and/or resolution of the Guarantor approving the execution of the Guarantee.Where a Buyer has procured a Guarantee under Paragraph 2.4 above, the Buyer may terminate the Call-Off Contract for as a material Default of the Contract for the purposes of Clause 10.4.1(d) of the Core Terms where:the Guarantor withdraws the Guarantee in whole or in part for any reason whatsoever;the Guarantor is in breach or anticipatory breach of the Guarantee;an Insolvency Event occurs in respect of the Guarantor;the Guarantee becomes invalid or unenforceable for any reason whatsoever;",95,"Global Theme: The document details the procurement and contractual agreements involving guarantees under a framework contract.

Key Topics:
1. Definitions of key terms (Guarantee, Guarantor, Letter of Intent to Guarantee).
2. Obligations related to providing guarantees.
3. Rights and protections of the Beneficiary.
4. Conditions for termination of the Framework Contract.
5. Procedures for demand and notice.
6. Indemnity and subrogation provisions.
7. Representations and warranties provided by the Guarantor.
8. Assignment and severance clauses.
9. Governing law and jurisdiction.

Summary: The content outlines the requirements and procedures for providing a Deed of Guarantee in relation to a procurement process as mandated by the Crown Commercial Service (CCS). Key definitions include the roles and responsibilities of the Guarantor, Supplier, and Beneficiary within the Framework and Call-Off Contracts. It specifies the obligations to deliver guarantees and consequences of failing to do so, including potential contract termination. The document ensures that the rights of the Beneficiary are protected while detailing the conditions under which guarantees must be provided. Additionally, the document delivers comprehensive guidelines on how disputes should be resolved, representations and warranties from the Guarantor, and governing law. The framework information is tied to Framework Number: RM1043.8 within the Digital Outcomes 6 framework. 

Title (Updated): RM 1043.8 Joint Schedule 8 Guarantee V 1.0",details,RM1043.8,Digital Outcomes 6,C:\Users\Naresh.Sampara\PycharmProjects\P13_Webpilot\Data\RM1043.8\RM1043.8_Joint-Schedule-8-Guarantee-v1.0.odt,https://www.crowncommercial.gov.uk/agreements/RM1043.8,Rm1043.8 joint-schedule-8-guarantee-v1.0
"orthe Supplier fails to provide any of the documentation required by Paragraph 2.4 by the date so specified by the Buyer,and in each case the Guarantee is not replaced by an alternative guarantee agreement acceptable to the Buyer.[Guidance Note:",39,"Global Theme: The document details the procurement and contractual agreements involving guarantees under a framework contract.

Key Topics:
1. Definitions of key terms (Guarantee, Guarantor, Letter of Intent to Guarantee).
2. Obligations related to providing guarantees.
3. Rights and protections of the Beneficiary.
4. Conditions for termination of the Framework Contract.
5. Procedures for demand and notice.
6. Indemnity and subrogation provisions.
7. Representations and warranties provided by the Guarantor.
8. Assignment and severance clauses.
9. Governing law and jurisdiction.

Summary: The content outlines the requirements and procedures for providing a Deed of Guarantee in relation to a procurement process as mandated by the Crown Commercial Service (CCS). Key definitions include the roles and responsibilities of the Guarantor, Supplier, and Beneficiary within the Framework and Call-Off Contracts. It specifies the obligations to deliver guarantees and consequences of failing to do so, including potential contract termination. The document ensures that the rights of the Beneficiary are protected while detailing the conditions under which guarantees must be provided. Additionally, the document delivers comprehensive guidelines on how disputes should be resolved, representations and warranties from the Guarantor, and governing law. The framework information is tied to Framework Number: RM1043.8 within the Digital Outcomes 6 framework. 

Title (Updated): RM 1043.8 Joint Schedule 8 Guarantee V 1.0",details,RM1043.8,Digital Outcomes 6,C:\Users\Naresh.Sampara\PycharmProjects\P13_Webpilot\Data\RM1043.8\RM1043.8_Joint-Schedule-8-Guarantee-v1.0.odt,https://www.crowncommercial.gov.uk/agreements/RM1043.8,Rm1043.8 joint-schedule-8-guarantee-v1.0
"this is the draft form of guarantee to be used to procure a Guarantee, and so it will need to be amended to reflect the Beneficiary’s requirements.][Insert name of the Guarantor]For the benefit of[Insert name of the Beneficiary]This Deed of Guarantee is made the day of 20[ ]Provided by:[Insert the name of the Guarantor] [a company incorporated in England and Wales] with number [insert company no.] whose registered office is at [insert details of the Guarantor's registered office here] [OR] [a company incorporated under the laws of [insert country], registered in [insert country] with number [insert number] at [insert place of registration], whose principal office is at [insert office details] (""Guarantor"")Whereas:The Guarantor has agreed, in consideration of the Beneficiary entering",120,"Global Theme: The document details the procurement and contractual agreements involving guarantees under a framework contract.

Key Topics:
1. Definitions of key terms (Guarantee, Guarantor, Letter of Intent to Guarantee).
2. Obligations related to providing guarantees.
3. Rights and protections of the Beneficiary.
4. Conditions for termination of the Framework Contract.
5. Procedures for demand and notice.
6. Indemnity and subrogation provisions.
7. Representations and warranties provided by the Guarantor.
8. Assignment and severance clauses.
9. Governing law and jurisdiction.

Summary: The content outlines the requirements and procedures for providing a Deed of Guarantee in relation to a procurement process as mandated by the Crown Commercial Service (CCS). Key definitions include the roles and responsibilities of the Guarantor, Supplier, and Beneficiary within the Framework and Call-Off Contracts. It specifies the obligations to deliver guarantees and consequences of failing to do so, including potential contract termination. The document ensures that the rights of the Beneficiary are protected while detailing the conditions under which guarantees must be provided. Additionally, the document delivers comprehensive guidelines on how disputes should be resolved, representations and warranties from the Guarantor, and governing law. The framework information is tied to Framework Number: RM1043.8 within the Digital Outcomes 6 framework. 

Title (Updated): RM 1043.8 Joint Schedule 8 Guarantee V 1.0",details,RM1043.8,Digital Outcomes 6,C:\Users\Naresh.Sampara\PycharmProjects\P13_Webpilot\Data\RM1043.8\RM1043.8_Joint-Schedule-8-Guarantee-v1.0.odt,https://www.crowncommercial.gov.uk/agreements/RM1043.8,Rm1043.8 joint-schedule-8-guarantee-v1.0
"is at [insert office details] (""Guarantor"")Whereas:The Guarantor has agreed, in consideration of the Beneficiary entering into the Guaranteed Agreement with the Supplier, to guarantee all of the Supplier's obligations under the Guaranteed Agreement.It is the intention of the Guarantor that this document be executed and take effect as a deed.Now in consideration of the Beneficiary entering into the Guaranteed Agreement, the Guarantor hereby agrees for the benefit of the Beneficiary as follows:Definitions and interpretationIn this Deed of Guarantee:unless defined elsewhere in this Deed of Guarantee or the context requires otherwise, defined terms shall have the same meaning as they have for the purposes of the Guaranteed Agreement;the words and phrases below shall have the following meanings:[Guidance Note:",117,"Global Theme: The document details the procurement and contractual agreements involving guarantees under a framework contract.

Key Topics:
1. Definitions of key terms (Guarantee, Guarantor, Letter of Intent to Guarantee).
2. Obligations related to providing guarantees.
3. Rights and protections of the Beneficiary.
4. Conditions for termination of the Framework Contract.
5. Procedures for demand and notice.
6. Indemnity and subrogation provisions.
7. Representations and warranties provided by the Guarantor.
8. Assignment and severance clauses.
9. Governing law and jurisdiction.

Summary: The content outlines the requirements and procedures for providing a Deed of Guarantee in relation to a procurement process as mandated by the Crown Commercial Service (CCS). Key definitions include the roles and responsibilities of the Guarantor, Supplier, and Beneficiary within the Framework and Call-Off Contracts. It specifies the obligations to deliver guarantees and consequences of failing to do so, including potential contract termination. The document ensures that the rights of the Beneficiary are protected while detailing the conditions under which guarantees must be provided. Additionally, the document delivers comprehensive guidelines on how disputes should be resolved, representations and warranties from the Guarantor, and governing law. The framework information is tied to Framework Number: RM1043.8 within the Digital Outcomes 6 framework. 

Title (Updated): RM 1043.8 Joint Schedule 8 Guarantee V 1.0",details,RM1043.8,Digital Outcomes 6,C:\Users\Naresh.Sampara\PycharmProjects\P13_Webpilot\Data\RM1043.8\RM1043.8_Joint-Schedule-8-Guarantee-v1.0.odt,https://www.crowncommercial.gov.uk/agreements/RM1043.8,Rm1043.8 joint-schedule-8-guarantee-v1.0
Guaranteed Agreement;the words and phrases below shall have the following meanings:[Guidance Note:,12,"Global Theme: The document details the procurement and contractual agreements involving guarantees under a framework contract.

Key Topics:
1. Definitions of key terms (Guarantee, Guarantor, Letter of Intent to Guarantee).
2. Obligations related to providing guarantees.
3. Rights and protections of the Beneficiary.
4. Conditions for termination of the Framework Contract.
5. Procedures for demand and notice.
6. Indemnity and subrogation provisions.
7. Representations and warranties provided by the Guarantor.
8. Assignment and severance clauses.
9. Governing law and jurisdiction.

Summary: The content outlines the requirements and procedures for providing a Deed of Guarantee in relation to a procurement process as mandated by the Crown Commercial Service (CCS). Key definitions include the roles and responsibilities of the Guarantor, Supplier, and Beneficiary within the Framework and Call-Off Contracts. It specifies the obligations to deliver guarantees and consequences of failing to do so, including potential contract termination. The document ensures that the rights of the Beneficiary are protected while detailing the conditions under which guarantees must be provided. Additionally, the document delivers comprehensive guidelines on how disputes should be resolved, representations and warranties from the Guarantor, and governing law. The framework information is tied to Framework Number: RM1043.8 within the Digital Outcomes 6 framework. 

Title (Updated): RM 1043.8 Joint Schedule 8 Guarantee V 1.0",details,RM1043.8,Digital Outcomes 6,C:\Users\Naresh.Sampara\PycharmProjects\P13_Webpilot\Data\RM1043.8\RM1043.8_Joint-Schedule-8-Guarantee-v1.0.odt,https://www.crowncommercial.gov.uk/agreements/RM1043.8,Rm1043.8 joint-schedule-8-guarantee-v1.0
